Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres
FAMILY,3.8,935,22M,"50,000+",Free,0,Teen,Entertainment
FAMILY,4.5,3776,7.7M,"100,000+",Free,0,Everyone,Education
DATING,4.0,48845,40M,"1,000,000+",Free,0,Mature 17+,Dating
BUSINESS,,1,5.9M,100+,Free,0,Everyone,Business
VIDEO_PLAYERS,3.5,13205,44M,"1,000,000+",Free,0,Teen,Video Players & Editors
GAME,4.4,4638163,96M,"100,000,000+",Free,0,Everyone 10+,Arcade
SPORTS,4.4,552,1.6M,"5,000+",Paid,$1.00,Everyone,Sports
BEAUTY,4.7,1150,9.8M,"100,000+",Free,0,Everyone,Beauty
FAMILY,4.9,46253,56M,"500,000+",Free,0,Everyone 10+,Simulation
TRAVEL_AND_LOCAL,,3,10M,100+,Free,0,Everyone,Travel & Local
HEALTH_AND_FITNESS,,0,7.3M,10+,Free,0,Everyone,Health & Fitness
COMMUNICATION,5.0,5,3.7M,50+,Free,0,Everyone,Communication
VIDEO_PLAYERS,4.4,22,19M,"5,000+",Free,0,Everyone,Video Players & Editors
PRODUCTIVITY,,0,49M,50+,Free,0,Everyone,Productivity
PHOTOGRAPHY,4.5,4400,8.3M,"1,000,000+",Free,0,Everyone,Photography
EVENTS,,0,24M,10+,Free,0,Everyone,Events
HEALTH_AND_FITNESS,4.6,95201,61M,"5,000,000+",Free,0,Everyone,Health & Fitness
EDUCATION,4.4,3963,Varies with device,"100,000+",Free,0,Everyone,Education
FAMILY,4.4,6367,96M,"1,000,000+",Free,0,Everyone,Simulation
FOOD_AND_DRINK,4.5,455377,35M,"10,000,000+",Free,0,Everyone,Food & Drink
WEATHER,4.2,2115,1.1M,"500,000+",Free,0,Everyone,Weather
COMMUNICATION,,4,3.7M,"1,000+",Free,0,Everyone,Communication
SPORTS,4.6,4011,2.6M,"500,000+",Free,0,Teen,Sports
SOCIAL,4.5,456866,Varies with device,"10,000,000+",Free,0,Teen,Social
EVENTS,4.2,3200,Varies with device,"100,000+",Free,0,Everyone 10+,Events
PERSONALIZATION,,0,3.6M,1+,Paid,$1.49,Everyone,Personalization
GAME,4.4,22430188,74M,"500,000,000+",Free,0,Everyone,Casual
PHOTOGRAPHY,4.4,5282558,Varies with device,"100,000,000+",Free,0,Everyone,Photography
PRODUCTIVITY,4.3,247,4.0M,"10,000+",Free,0,Everyone,Productivity
FINANCE,4.4,7731,24M,"100,000+",Free,0,Everyone,Finance
SPORTS,4.8,1697,17M,"100,000+",Free,0,Everyone,Sports
PRODUCTIVITY,,0,22M,100+,Free,0,Everyone,Productivity
FAMILY,3.7,38606,96M,"1,000,000+",Free,0,Everyone,Entertainment
TOOLS,4.4,166363,1.8M,"5,000,000+",Free,0,Everyone,Tools
FAMILY,4.1,235486,63M,"10,000,000+",Free,0,Teen,Entertainment
MEDICAL,4.1,21,20M,"1,000+",Free,0,Everyone,Medical
FAMILY,4.6,2654,6.7M,"100,000+",Free,0,Everyone,Education
FAMILY,4.6,50060,98M,"1,000,000+",Free,0,Everyone,Puzzle;Brain Games
FAMILY,4.7,15,5.2M,"1,000+",Free,0,Everyone,Education
FAMILY,4.4,86961,99M,"10,000,000+",Free,0,Everyone,Casual;Action & Adventure
FAMILY,4.8,22290,13M,"500,000+",Free,0,Everyone,Puzzle
HEALTH_AND_FITNESS,4.2,287,12M,"50,000+",Free,0,Everyone,Health & Fitness
COMMUNICATION,4.4,36880,4.0M,"1,000,000+",Free,0,Everyone,Communication
FAMILY,3.9,11,27M,500+,Paid,$4.99,Everyone,Education
FAMILY,4.2,38473,23M,"10,000,000+",Free,0,Everyone,Casual;Pretend Play
SPORTS,2.4,551,903k,"100,000+",Free,0,Everyone,Sports
TRAVEL_AND_LOCAL,,0,19M,100+,Free,0,Everyone,Travel & Local
FAMILY,4.7,55,3.3M,"1,000+",Free,0,Everyone,Casual
FAMILY,3.4,2445,34M,"500,000+",Free,0,Everyone,Entertainment
FAMILY,4.0,105,7.5M,"10,000+",Free,0,Everyone,Simulation
BUSINESS,4.3,10600,6.5M,"1,000,000+",Free,0,Everyone,Business
AUTO_AND_VEHICLES,2.1,83,4.8M,"5,000+",Free,0,Everyone,Auto & Vehicles
PHOTOGRAPHY,4.4,3156484,53M,"100,000,000+",Free,0,Everyone,Photography
EDUCATION,3.5,1405,7.3M,"100,000+",Free,0,Everyone,Education
AUTO_AND_VEHICLES,4.0,2155,15M,"500,000+",Free,0,Everyone,Auto & Vehicles
HEALTH_AND_FITNESS,,1,12M,100+,Free,0,Everyone,Health & Fitness
LIFESTYLE,3.5,28,121k,"1,000+",Free,0,Everyone,Lifestyle
MEDICAL,4.7,19,7.3M,100+,Free,0,Everyone,Medical
SOCIAL,4.2,4828372,Varies with device,"1,000,000,000+",Free,0,Teen,Social
SOCIAL,4.0,10743,Varies with device,"500,000+",Free,0,Teen,Social
SOCIAL,5.0,20,1.2M,100+,Free,0,Teen,Social
FAMILY,3.3,14,11M,"1,000+",Free,0,Everyone,Education
BUSINESS,3.2,54,7.7M,"1,000+",Free,0,Everyone,Business
FOOD_AND_DRINK,4.5,116403,Varies with device,"5,000,000+",Free,0,Everyone,Food & Drink
SPORTS,4.7,410384,Varies with device,"10,000,000+",Free,0,Everyone,Sports
MAPS_AND_NAVIGATION,4.2,11838,9.2M,"1,000,000+",Free,0,Everyone,Maps & Navigation
COMMUNICATION,4.1,382,2.3M,"50,000+",Free,0,Everyone,Communication
LIFESTYLE,5.0,15,4.5M,100+,Free,0,Everyone,Lifestyle
DATING,3.5,35,16M,"1,000+",Free,0,Mature 17+,Dating
FAMILY,4.8,138,2.1M,"10,000+",Free,0,Everyone,Education
NEWS_AND_MAGAZINES,3.9,878065,13M,"1,000,000,000+",Free,0,Teen,News & Magazines
TOOLS,4.0,3840,2.5M,"100,000+",Free,0,Everyone,Tools
FAMILY,3.0,2,33M,100+,Free,0,Everyone,Entertainment
EVENTS,4.4,464,8.9M,"100,000+",Free,0,Everyone,Events
TRAVEL_AND_LOCAL,4.2,6762,8.5M,"1,000,000+",Free,0,Everyone,Travel & Local
BUSINESS,4.2,30847,55M,"5,000,000+",Free,0,Everyone,Business
MEDICAL,4.2,45,14M,"1,000+",Paid,$4.99,Everyone,Medical
NEWS_AND_MAGAZINES,4.0,293080,25M,"10,000,000+",Free,0,Everyone 10+,News & Magazines
LIFESTYLE,4.5,11,3.4M,"1,000+",Free,0,Everyone,Lifestyle
BUSINESS,4.4,31614,37M,"10,000,000+",Free,0,Everyone,Business
FAMILY,3.9,95537,58M,"10,000,000+",Free,0,Everyone,Educational;Education
SHOPPING,4.7,10,2.0M,500+,Free,0,Everyone,Shopping
FOOD_AND_DRINK,,0,16M,10+,Free,0,Everyone,Food & Drink
SHOPPING,4.0,13085,2.7M,"1,000,000+",Free,0,Teen,Shopping
GAME,3.3,294,19M,"10,000+",Free,0,Everyone,Arcade
FINANCE,2.0,207,2.9M,"10,000+",Free,0,Everyone,Finance
LIFESTYLE,5.0,1,3.2M,50+,Free,0,Everyone,Lifestyle
COMMUNICATION,4.1,132014,25M,"10,000,000+",Free,0,Everyone,Communication
GAME,4.7,416540,99M,"10,000,000+",Free,0,Everyone 10+,Role Playing
TRAVEL_AND_LOCAL,3.7,27560,46M,"5,000,000+",Free,0,Everyone,Travel & Local
AUTO_AND_VEHICLES,4.8,116986,35M,"5,000,000+",Free,0,Everyone,Auto & Vehicles
FAMILY,,4,2.5M,"1,000+",Free,0,Teen,Entertainment
MEDICAL,4.5,163,375k,"10,000+",Paid,$1.99,Everyone,Medical
WEATHER,4.2,67772,Varies with device,"5,000,000+",Free,0,Everyone,Weather
PRODUCTIVITY,4.5,1079616,Varies with device,"100,000,000+",Free,0,Everyone,Productivity
GAME,4.5,14200344,52M,"100,000,000+",Free,0,Everyone,Sports
PHOTOGRAPHY,4.2,93726,9.2M,"5,000,000+",Free,0,Everyone,Photography
GAME,,2,36M,10+,Free,0,Everyone,Board
FAMILY,4.2,137167,52M,"1,000,000+",Free,0,Everyone,Strategy
EDUCATION,4.4,33646,7.0M,"1,000,000+",Free,0,Everyone,Education
GAME,3.9,404,2.2M,"100,000+",Free,0,Everyone,Arcade
GAME,4.1,3371,78M,"100,000+",Free,0,Teen,Action
MAPS_AND_NAVIGATION,4.4,616742,Varies with device,"10,000,000+",Free,0,Everyone,Maps & Navigation
TOOLS,4.5,295430,1.4M,"10,000,000+",Free,0,Everyone,Tools
FAMILY,4.4,63,7.6M,"10,000+",Free,0,Everyone,Entertainment
PRODUCTIVITY,4.0,9,3.1M,500+,Free,0,Everyone,Productivity
COMMUNICATION,,0,4.2M,50+,Free,0,Everyone,Communication
FAMILY,4.2,5369,60M,"500,000+",Free,0,Everyone,Puzzle
MAPS_AND_NAVIGATION,4.6,10,25M,100+,Free,0,Everyone,Maps & Navigation
HEALTH_AND_FITNESS,4.2,1608,39M,"100,000+",Free,0,Everyone,Health & Fitness
HEALTH_AND_FITNESS,4.1,18539,57M,"1,000,000+",Free,0,Everyone,Health & Fitness
FAMILY,3.1,52,9.8M,"5,000+",Free,0,Everyone,Entertainment
HEALTH_AND_FITNESS,,5,8.7M,100+,Free,0,Everyone,Health & Fitness
COMMUNICATION,4.3,4785988,11M,"500,000,000+",Free,0,Everyone,Communication
BUSINESS,3.8,5211,26M,"1,000,000+",Free,0,Everyone,Business
PERSONALIZATION,4.5,43,28M,"10,000+",Free,0,Everyone,Personalization
SPORTS,4.1,459795,Varies with device,"50,000,000+",Free,0,Everyone,Sports
COMMUNICATION,4.8,10,516k,100+,Paid,$1.49,Everyone,Communication
FAMILY,4.3,398746,Varies with device,"10,000,000+",Free,0,Everyone 10+,Strategy
FINANCE,,0,9.9M,1+,Free,0,Everyone,Finance
FAMILY,4.3,2142,47M,"50,000+",Free,0,Everyone 10+,Role Playing
BUSINESS,2.7,8346,Varies with device,"1,000,000+",Free,0,Everyone,Business
MEDICAL,4.6,21189,36M,"1,000,000+",Free,0,Everyone,Medical
SHOPPING,4.0,13085,2.7M,"1,000,000+",Free,0,Teen,Shopping
GAME,4.3,144040,29M,"5,000,000+",Free,0,Teen,Action
VIDEO_PLAYERS,4.4,569,2.6M,"50,000+",Free,0,Everyone,Video Players & Editors
SPORTS,4.2,521138,Varies with device,"10,000,000+",Free,0,Everyone 10+,Sports
PHOTOGRAPHY,4.5,1579343,Varies with device,"100,000,000+",Free,0,Everyone,Photography
COMMUNICATION,4.0,142,2.5M,"50,000+",Free,0,Everyone,Communication
FAMILY,4.3,219,4.3M,"5,000+",Free,0,Everyone,Entertainment
SPORTS,,0,26M,10+,Free,0,Everyone,Sports
LIFESTYLE,4.1,28301,Varies with device,"1,000,000+",Free,0,Everyone,Lifestyle
PRODUCTIVITY,4.2,56403,49M,"5,000,000+",Free,0,Everyone,Productivity
SOCIAL,4.5,67611,21M,"1,000,000+",Free,0,Mature 17+,Social
NEWS_AND_MAGAZINES,4.3,131028,13M,"5,000,000+",Free,0,Teen,News & Magazines
GAME,4.4,1107310,Varies with device,"10,000,000+",Free,0,Teen,Adventure
PERSONALIZATION,4.2,115773,Varies with device,"10,000,000+",Free,0,Everyone,Personalization
FAMILY,4.3,59152,50M,"1,000,000+",Free,0,Everyone 10+,Role Playing
TRAVEL_AND_LOCAL,4.2,25726,51M,"1,000,000+",Free,0,Everyone,Travel & Local
VIDEO_PLAYERS,3.2,39,12M,"10,000+",Free,0,Everyone,Video Players & Editors
MEDICAL,4.4,578,704k,"10,000+",Paid,$0.99,Everyone,Medical
FAMILY,4.6,94989,74M,"5,000,000+",Free,0,Teen,Simulation
COMMUNICATION,,0,17M,100+,Free,0,Everyone,Communication
LIBRARIES_AND_DEMO,4.5,23,31M,"5,000+",Free,0,Everyone,Libraries & Demo
FAMILY,4.4,6715,9.5M,"500,000+",Free,0,Mature 17+,Entertainment
FAMILY,4.5,4450855,67M,"100,000,000+",Free,0,Everyone 10+,Adventure;Action & Adventure
FINANCE,2.7,36,18M,"1,000+",Free,0,Everyone,Finance
HEALTH_AND_FITNESS,4.5,399009,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness
COMMUNICATION,4.3,260,193k,"10,000+",Free,0,Everyone,Communication
FAMILY,4.1,15246,78M,"1,000,000+",Free,0,Everyone,Simulation;Action & Adventure
GAME,3.9,164,33M,"10,000+",Free,0,Teen,Card
TOOLS,4.4,15911,16M,"1,000,000+",Free,0,Everyone,Tools
MEDICAL,3.0,2,16M,500+,Free,0,Everyone,Medical
DATING,4.5,182986,77M,"5,000,000+",Free,0,Mature 17+,Dating
FAMILY,4.2,26307,Varies with device,"1,000,000+",Free,0,Teen,Role Playing
FAMILY,4.2,11126,91M,"1,000,000+",Free,0,Everyone,Educational;Pretend Play
FAMILY,4.5,197,11M,"1,000+",Paid,$2.99,Everyone,Casual;Action & Adventure
LIFESTYLE,5.0,5,15M,100+,Free,0,Everyone,Lifestyle
PARENTING,3.8,824,53M,"1,000,000+",Free,0,Everyone,Parenting
PERSONALIZATION,4.4,7146,14M,"1,000,000+",Free,0,Everyone 10+,Personalization
SPORTS,4.9,15883,21M,"100,000+",Free,0,Everyone,Sports
SHOPPING,4.3,199,25M,"10,000+",Free,0,Everyone,Shopping
FAMILY,4.5,762706,28M,"10,000,000+",Free,0,Teen,Simulation
LIFESTYLE,4.6,118034,Varies with device,"5,000,000+",Free,0,Everyone,Lifestyle
SPORTS,4.6,990,9.4M,"100,000+",Free,0,Everyone,Sports
TOOLS,2.8,48,3.3M,"10,000+",Free,0,Everyone,Tools
FAMILY,4.8,4,23M,10+,Paid,$14.99,Teen,Casual
TOOLS,,4,12M,100+,Free,0,Everyone,Tools
FAMILY,,235,3.3M,"10,000+",Free,0,Everyone,Entertainment
MAPS_AND_NAVIGATION,4.5,65448,Varies with device,"5,000,000+",Free,0,Everyone,Maps & Navigation
SPORTS,4.2,42767,72M,"1,000,000+",Free,0,Everyone,Sports
LIFESTYLE,3.3,9663,19M,"1,000,000+",Free,0,Everyone,Lifestyle
PHOTOGRAPHY,5.0,44,2.8M,100+,Free,0,Everyone,Photography
TOOLS,4.3,269,647k,"50,000+",Free,0,Everyone,Tools
FAMILY,,2,7.6M,500+,Free,0,Teen,Puzzle
NEWS_AND_MAGAZINES,4.5,53,5.9M,"10,000+",Free,0,Teen,News & Magazines
MEDICAL,4.7,25,1.2M,"1,000+",Paid,$4.99,Everyone,Medical
FAMILY,4.0,1007,7.4M,"100,000+",Free,0,Everyone,Entertainment
ENTERTAINMENT,4.0,11656,4.5M,"1,000,000+",Free,0,Everyone,Entertainment
GAME,4.6,29445,29M,"5,000,000+",Free,0,Everyone,Casual
SPORTS,4.6,5305,Varies with device,"100,000+",Free,0,Everyone,Sports
TOOLS,4.5,502,2.0M,"10,000+",Free,0,Everyone,Tools
HEALTH_AND_FITNESS,4.5,130104,25M,"10,000,000+",Free,0,Everyone,Health & Fitness
FAMILY,4.3,445,29M,"50,000+",Free,0,Everyone,Entertainment
COMMUNICATION,4.6,8,1.1M,"1,000+",Free,0,Everyone,Communication
FAMILY,4.0,154,58M,"50,000+",Free,0,Teen,Educational
FAMILY,4.5,302,3.0M,"50,000+",Free,0,Everyone,Education
NEWS_AND_MAGAZINES,,1,1.0M,10+,Free,0,Everyone,News & Magazines
FAMILY,4.4,146,3.9M,"10,000+",Free,0,Teen,Entertainment
TOOLS,,11,2.0M,10+,Paid,$0.99,Everyone,Tools
SPORTS,4.5,32386,19M,"1,000,000+",Free,0,Everyone,Sports
SPORTS,4.6,666521,25M,"10,000,000+",Free,0,Everyone,Sports
PERSONALIZATION,4.7,4856,18M,"50,000+",Paid,$2.49,Everyone,Personalization
HOUSE_AND_HOME,4.3,3522,15M,"100,000+",Free,0,Everyone,House & Home
FAMILY,3.9,24123,69M,"1,000,000+",Free,0,Teen,Entertainment
TRAVEL_AND_LOCAL,4.2,219848,Varies with device,"50,000,000+",Free,0,Everyone,Travel & Local
GAME,4.1,1019,39M,"100,000+",Free,0,Teen,Action
GAME,4.4,12683,19M,"1,000,000+",Free,0,Everyone,Action
FAMILY,4.5,97,2.6M,"10,000+",Free,0,Everyone,Entertainment
LIFESTYLE,,5,8.3M,500+,Free,0,Everyone,Lifestyle
SOCIAL,3.8,826,5.1M,"500,000+",Free,0,Teen,Social
TOOLS,2.2,605,3.8M,"1,000,000+",Free,0,Everyone,Tools
FAMILY,,0,13M,10+,Free,0,Teen,Entertainment
GAME,,3,49M,100+,Free,0,Everyone,Racing
FAMILY,3.2,1011,Varies with device,"100,000+",Free,0,Teen,Entertainment
COMMUNICATION,4.0,138,2.4M,"10,000+",Free,0,Everyone,Communication
GAME,4.3,350,67M,"50,000+",Free,0,Everyone,Action
ENTERTAINMENT,4.2,123279,25M,"10,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video
TOOLS,4.5,259,203k,"10,000+",Free,0,Everyone,Tools
PERSONALIZATION,4.7,127,9.5M,"5,000+",Free,0,Everyone,Personalization
PHOTOGRAPHY,4.2,67,15M,"10,000+",Free,0,Everyone,Photography
FAMILY,4.3,363,14M,"1,000+",Paid,$2.99,Everyone 10+,Casual
SHOPPING,4.5,35497,16M,"1,000,000+",Free,0,Everyone,Shopping
FAMILY,,0,3.6M,5+,Free,0,Everyone,Education
FAMILY,3.7,126,45M,"10,000+",Free,0,Everyone,Casual
SPORTS,,0,13M,10+,Free,0,Everyone,Sports
LIBRARIES_AND_DEMO,,110,10M,"10,000+",Free,0,Everyone,Libraries & Demo
MEDICAL,4.8,59158,11M,"1,000,000+",Free,0,Everyone,Medical
FAMILY,3.8,16,9.9M,100+,Free,0,Everyone,Entertainment
BUSINESS,,0,10M,5+,Free,0,Everyone,Business
FAMILY,4.0,939,38M,"10,000+",Free,0,Everyone,Role Playing
FAMILY,4.4,37122,89M,"1,000,000+",Free,0,Everyone,Educational
FAMILY,4.7,227401,91M,"5,000,000+",Free,0,Everyone,Puzzle
GAME,4.3,955656,82M,"10,000,000+",Free,0,Teen,Action
FAMILY,5.0,6,9.2M,"1,000+",Free,0,Everyone,Education
BUSINESS,4.4,31614,37M,"10,000,000+",Free,0,Everyone,Business
FAMILY,4.4,1852384,Varies with device,"10,000,000+",Free,0,Everyone,Simulation
LIFESTYLE,4.0,47,4.5M,"1,000+",Free,0,Everyone,Lifestyle
GAME,4.5,216849,Varies with device,"10,000,000+",Free,0,Everyone,Action;Action & Adventure
GAME,4.5,343263,Varies with device,"10,000,000+",Free,0,Everyone 10+,Action
HEALTH_AND_FITNESS,4.8,12705,15M,"1,000,000+",Free,0,Everyone,Health & Fitness
FOOD_AND_DRINK,4.1,483960,Varies with device,"10,000,000+",Free,0,Teen,Food & Drink
LIFESTYLE,,3,37M,"1,000+",Free,0,Everyone,Lifestyle
SPORTS,4.4,1721943,26M,"10,000,000+",Free,0,Everyone,Sports
FAMILY,4.0,13,26M,"5,000+",Free,0,Everyone,Education
SHOPPING,3.7,668,1.1M,"100,000+",Free,0,Everyone,Shopping
COMMUNICATION,,0,2.9M,1+,Free,0,Everyone,Communication
BUSINESS,,1,30M,10+,Free,0,Everyone,Business
HOUSE_AND_HOME,4.5,162243,12M,"10,000,000+",Free,0,Everyone,House & Home
FAMILY,4.0,5118,11M,"1,000,000+",Free,0,Everyone,Education
SOCIAL,,17,8.5M,"1,000+",Free,0,Teen,Social
FAMILY,,0,15M,100+,Free,0,Everyone,Education
COMMUNICATION,4.4,2473509,Varies with device,"100,000,000+",Free,0,Everyone,Communication
GAME,4.4,2123793,49M,"100,000,000+",Free,0,Everyone,Puzzle
FAMILY,3.5,339,Varies with device,"100,000+",Free,0,Everyone,Entertainment
ART_AND_DESIGN,4.2,44829,20M,"10,000,000+",Free,0,Teen,Art & Design
DATING,4.2,2506,6.1M,"500,000+",Free,0,Mature 17+,Dating
FAMILY,3.5,268,9.8M,"10,000+",Free,0,Everyone,Education
TOOLS,4.5,3673,5.8M,"500,000+",Free,0,Everyone,Tools
ART_AND_DESIGN,4.1,203,6.1M,"100,000+",Free,0,Everyone,Art & Design
MEDICAL,,1,29M,100+,Free,0,Everyone,Medical
FAMILY,4.6,44,45M,"10,000+",Free,0,Everyone,Casual
PHOTOGRAPHY,4.2,28390,38M,"5,000,000+",Free,0,Everyone,Photography
FOOD_AND_DRINK,4.0,196,9.0M,"10,000+",Free,0,Everyone 10+,Food & Drink
BUSINESS,4.0,3,6.3M,500+,Free,0,Everyone,Business
TOOLS,4.2,8484,1.7M,"1,000,000+",Free,0,Everyone,Tools
GAME,3.9,2362,25M,"100,000+",Free,0,Everyone,Action
LIFESTYLE,3.7,492,Varies with device,"100,000+",Free,0,Everyone 10+,Lifestyle
FAMILY,4.2,3235,32M,"1,000,000+",Free,0,Everyone,Educational;Action & Adventure
SPORTS,,1,26M,5+,Free,0,Everyone,Sports
LIFESTYLE,4.5,231,5.7M,"5,000+",Paid,$0.99,Everyone,Lifestyle
TRAVEL_AND_LOCAL,4.2,2129707,Varies with device,"1,000,000,000+",Free,0,Everyone,Travel & Local
FAMILY,4.3,3213548,55M,"100,000,000+",Free,0,Everyone 10+,Entertainment
FAMILY,4.6,167974,5.0M,"500,000+",Free,0,Everyone,Entertainment
ENTERTAINMENT,3.9,8674,19M,"1,000,000+",Free,0,Teen,Entertainment
GAME,4.5,4487182,55M,"50,000,000+",Free,0,Teen,Action
FAMILY,4.5,85,25M,"10,000+",Free,0,Everyone,Entertainment
FAMILY,4.3,45370,14M,"1,000,000+",Free,0,Teen,Simulation
FAMILY,,20,31M,"1,000+",Free,0,Everyone,Educational
LIFESTYLE,,0,10M,10+,Free,0,Everyone,Lifestyle
LIFESTYLE,2.0,11,6.2M,"1,000+",Free,0,Everyone,Lifestyle
GAME,4.2,20364,45M,"5,000,000+",Free,0,Everyone,Racing
FAMILY,4.1,672089,73M,"50,000,000+",Free,0,Everyone,Educational;Action & Adventure
FAMILY,,1,16M,100+,Free,0,Everyone,Education
TRAVEL_AND_LOCAL,3.8,43,22M,"10,000+",Free,0,Everyone,Travel & Local
TOOLS,,0,8.8M,100+,Free,0,Everyone,Tools
GAME,4.3,807226,34M,"10,000,000+",Free,0,Teen,Action
PERSONALIZATION,,3,14M,100+,Free,0,Teen,Personalization
TOOLS,4.4,24265,3.3M,"1,000,000+",Free,0,Everyone,Tools
LIFESTYLE,4.2,220,15M,"50,000+",Free,0,Everyone,Lifestyle
EDUCATION,4.8,256079,7.6M,"1,000,000+",Free,0,Teen,Education
PERSONALIZATION,4.2,6,89k,50+,Paid,$0.99,Everyone,Personalization
PHOTOGRAPHY,,1,11M,50+,Free,0,Everyone,Photography
PERSONALIZATION,4.2,63699,2.3M,"5,000,000+",Free,0,Teen,Personalization
COMMUNICATION,,0,5.7M,10+,Paid,$19.99,Everyone,Communication
MEDICAL,,6,23M,100+,Free,0,Everyone,Medical
SPORTS,3.6,28,48M,500+,Paid,$2.99,Everyone,Sports
NEWS_AND_MAGAZINES,4.2,83558,Varies with device,"5,000,000+",Free,0,Everyone,News & Magazines
DATING,4.2,5084,9.6M,"100,000+",Free,0,Mature 17+,Dating
NEWS_AND_MAGAZINES,4.3,479594,18M,"10,000,000+",Free,0,Teen,News & Magazines
FOOD_AND_DRINK,3.8,21314,41M,"1,000,000+",Free,0,Everyone,Food & Drink
SHOPPING,,0,19M,100+,Free,0,Teen,Shopping
GAME,,0,29M,5+,Free,0,Everyone,Arcade
PRODUCTIVITY,4.0,8550,15M,"1,000,000+",Free,0,Everyone,Productivity
BUSINESS,4.3,23175,41M,"1,000,000+",Free,0,Everyone,Business
SOCIAL,4.6,60562,15M,"5,000,000+",Free,0,Mature 17+,Social
FAMILY,3.1,192,66M,"10,000+",Free,0,Everyone,Education
TOOLS,4.6,3090727,Varies with device,"100,000,000+",Free,0,Everyone,Tools
FAMILY,3.1,269,39M,"50,000+",Free,0,Teen,Educational
PERSONALIZATION,,0,3.0M,500+,Free,0,Everyone,Personalization
GAME,2.7,1486,14M,"100,000+",Free,0,Everyone,Trivia
PHOTOGRAPHY,,0,3.7M,500+,Free,0,Everyone,Photography
SOCIAL,3.8,108,2.8M,"10,000+",Free,0,Teen,Social
PRODUCTIVITY,,0,30M,1+,Free,0,Everyone,Productivity
LIFESTYLE,2.9,6627,18M,"500,000+",Free,0,Everyone,Lifestyle
TOOLS,4.7,147,4.2M,"10,000+",Free,0,Everyone,Tools
FAMILY,,9,22M,"1,000+",Free,0,Everyone,Entertainment
EDUCATION,4.1,200058,18M,"10,000,000+",Free,0,Everyone,Education
BOOKS_AND_REFERENCE,5.0,5,7.2M,50+,Paid,$1.75,Everyone,Books & Reference
FAMILY,5.0,3,5.5M,500+,Free,0,Everyone,Entertainment
TRAVEL_AND_LOCAL,3.6,32862,14M,"10,000,000+",Free,0,Everyone,Travel & Local
FAMILY,4.3,160,67M,"50,000+",Free,0,Everyone,Education;Education
TOOLS,3.9,47,270k,"1,000+",Paid,$14.99,Everyone,Tools
SHOPPING,4.2,24953,Varies with device,"1,000,000+",Free,0,Everyone,Shopping
HOUSE_AND_HOME,4.5,175293,Varies with device,"10,000,000+",Free,0,Everyone,House & Home
FAMILY,4.0,983,7.2M,"100,000+",Free,0,Everyone,Education
FAMILY,3.9,109,7.5M,"10,000+",Free,0,Everyone,Entertainment
FAMILY,4.0,179,14M,"50,000+",Paid,$0.99,Everyone,Puzzle
SPORTS,4.2,3909032,51M,"100,000,000+",Free,0,Everyone,Sports
BUSINESS,,1,28M,100+,Free,0,Everyone,Business
FAMILY,4.2,636,4.0M,"100,000+",Free,0,Everyone,Casual
HEALTH_AND_FITNESS,5.0,2,8.3M,50+,Free,0,Everyone,Health & Fitness
DATING,5.0,6,5.0M,100+,Free,0,Mature 17+,Dating
PRODUCTIVITY,,0,Varies with device,"10,000+",Free,0,Everyone,Productivity
FOOD_AND_DRINK,4.5,155944,35M,"5,000,000+",Free,0,Everyone,Food & Drink
FAMILY,4.3,616,25M,"10,000+",Free,0,Teen,Casual
FAMILY,,0,1.2M,50+,Free,0,Everyone,Education
MEDICAL,4.5,3320,8.3M,"100,000+",Free,0,Everyone,Medical
FINANCE,2.1,232,29M,"10,000+",Free,0,Everyone,Finance
NEWS_AND_MAGAZINES,4.2,23291,14M,"1,000,000+",Free,0,Everyone 10+,News & Magazines
GAME,4.3,245455,84M,"10,000,000+",Free,0,Everyone 10+,Action
PHOTOGRAPHY,4.4,753115,Varies with device,"50,000,000+",Free,0,Everyone,Photography
MEDICAL,5.0,3,22M,100+,Free,0,Everyone,Medical
HOUSE_AND_HOME,4.6,36857,19M,"1,000,000+",Free,0,Everyone,House & Home
GAME,4.1,347883,20M,"10,000,000+",Free,0,Everyone,Action
PRODUCTIVITY,4.6,26919,Varies with device,"100,000+",Paid,$5.99,Everyone,Productivity
FAMILY,4.5,432,63M,"100,000+",Free,0,Everyone 10+,Educational;Education
FINANCE,4.0,967,22M,"100,000+",Free,0,Everyone,Finance
AUTO_AND_VEHICLES,4.4,186648,42M,"10,000,000+",Free,0,Everyone,Auto & Vehicles
PERSONALIZATION,,5,17M,"1,000+",Free,0,Everyone,Personalization
SHOPPING,4.3,109124,22M,"10,000,000+",Free,0,Everyone,Shopping
FAMILY,4.5,278,Varies with device,"100,000+",Free,0,Everyone,Racing;Action & Adventure
PERSONALIZATION,4.5,1237135,Varies with device,"50,000,000+",Free,0,Everyone,Personalization
MEDICAL,,1,42M,500+,Free,0,Everyone,Medical
PRODUCTIVITY,4.4,3031,Varies with device,"500,000+",Free,0,Everyone,Productivity
SOCIAL,4.1,309872,85M,"10,000,000+",Free,0,Teen,Social
BUSINESS,4.5,176,19M,"10,000+",Free,0,Everyone,Business
GAME,4.6,338742,48M,"5,000,000+",Free,0,Teen,Action
